Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Country,City,State,Postal Code,Region,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit
13592,1221,837,841,First Class,KD-16345,United States,Saint Paul,Minnesota,55106,Central,OFF-FA-10003472,OfficeSupply,Fasteners,Bagged Rubber Bands,0.01,7,0.7,-0.0047
13593,8931,859,887,Second Class,TM-21490,United States,Virginia Beach,Virginia,23464,South,TEC-PH-10002262,Tech,Phones,LG Electronics Tone+ HBS-730 Bluetooth Headset,0.01,14,0.45,-0.0035
13594,7057,676,680,Same Day,MH-18115,United States,Woodbury,Minnesota,55125,Central,OFF-AP-10003287,OfficeSupply,Appliances,Tripp Lite TLP810NET Broadband Surge for Modem/Fax,0.01,10,,-0.0052
13595,6920,1409,1417,First Class,SC-20845,United States,Edinburg,Texas,78539,Central,OFF-AP-10002670,OfficeSupply,Appliances,Belkin 8-Outlet Premiere SurgeMaster II Surge Protectors,495.1629,14,0.1,169.0723
13596,9627,600,612,Same Day,CR-12580,United States,Burbank,California,91505,West,OFF-BI-10000632,OfficeSupply,Binders,Satellite Sectional Post Binders,363.1102,6,0.8,-220.4194
13597,4565,1426,1454,Same Day,PG-18820,United States,Concord,California,94521,West,OFF-ST-10003282,OfficeSupply,Storage,"Advantus 10-Drawer Portable Organizer, Chrome Metal Frame, Smoke Drawers",0.01,13,0.1,0.0008
13599,9333,1186,1198,Standard Class,TP-21130,United States,Dublin,Ohio,43017,East,OFF-PA-10000556,OfficeSupply,Paper,Xerox 208,279.5936,10,0.5,-90.7317
13600,238,140,156,Same Day,EM-13825,United States,Lawrence,Massachusetts,1841,East,FUR-FU-10003724,Furni,Furnishings,Westinghouse Clip-On Gooseneck Lamps,0.01,10,0.4,0.0025
13601,11127,39,59,Same Day,EM-13825,United States,Apple Valley,California,92307,West,OFF-PA-10000246,OfficeSupply,Paper,Riverleaf Stik-Withit Designer Note Cubes,0.01,3,0.3,-0.0016
13602,4060,1092,1096,Second Class,TT-21220,United States,Arvada,Colorado,80004,West,TEC-PH-10000562,technologies,Phones,Samsung Convoy 3,1861.6363,7,0.3,794.4618
13603,1301,393,417,Second Class,BH-11710,United States,Haltom City,Texas,76117,Central,OFF-BI-10001759,OfficeSupply,Binders,"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Dark Blue",187.4682,10,0.1,30.3932
13604,2406,1416,1440,Same Day,RP-19270,United States,Bethlehem,Pennsylvania,18018,East,OFF-BI-10000756,OfficeSupply,Binders,Storex DuraTech Recycled Plastic Frosted Binders,301.236,11,0.0,122.2405
13605,9871,609,613,First Class,DL-12925,United States,Auburn,Alabama,36830,--,FUR-FU-10003601,Furni,Furnishings,"Deflect-o RollaMat Studded, Beveled Mat for Medium Pile Carpeting",0.01,1,0.6,-0.005
13606,6212,736,752,Same Day,CD-11920,United States,Lancaster,California,93534,West,FUR-CH-10004698,Furni,Chairs,"Padded Folding Chairs, Black, 4/Carton",221.753,7,0.4,-12.282
13607,8854,141,165,Second Class,KF-16285,United States,Iowa City,Iowa,52240,Central,OFF-PA-10000210,OfficeSupply,Paper,Xerox Blank Computer Paper,0.01,9,0.2,0.0063
13608,6251,110,126,Second Class,FH-14365,United States,La Porte,Texas,77571,Central,OFF-AP-10000179,OfficeSupply,Appliances,Honeywell Enviracaire Portable HEPA Air Cleaner for up to 10 x 16 Room,0.01,11,0.5,0.0001
13609,11243,1067,1083,Standard Class,KH-16360,United States,Portage,Indiana,46368,Central,OFF-ST-10000760,OfficeSupply,Storage,Eldon Fold 'N Roll Cart System,1415.3149,3,0.4,363.70
13610,11789,676,704,Same Day,BS-11365,United States,Tampa,Florida,33614,South,OFF-BI-10003925,OfficeSupply,Binders,Fellowes PB300 Plastic Comb Binding Machine,440.8588,12,0.8,-171.4548
13611,3722,642,662,Standard Class,CW-11905,United States,Hot Springs,Arkansas,71901,South,OFF-SU-10001664,OfficeSupply,Supplies,Acme Office Executive Series Stainless Steel Trimmers,320.8536,12,0.2,19.3323
13612,3190,1176,1208,Standard Class,MC-17275,United States,Clifton,New Jersey,7011,East,TEC-PH-10003811,Tech,Phones,Jabra Supreme Plus Driver Edition Headset,0.01,4,0.15,0.0029
13613,9460,855,859,First Class,CD-11980,United States,Vacaville,California,95687,West,TEC-PH-10003273,technologies,Phones,AT&T TR1909W,952.6106,3,0.32,-208.1135
13614,6053,528,552,Same Day,RP-19270,United States,Dublin,Ohio,43017,East,FUR-BO-10000330,Furni,Bookcases,"Sauder Camden County Barrister Bookcase, Planked Cherry Finish",1021.2072,14,0.7,-244.0577
13615,9234,1370,1390,First Class,MN-17935,United States,Dearborn Heights,Michigan,48127,Central,TEC-PH-10001305,technologies,Phones,Panasonic KX TS208W Corded phone,67.271,4,0.6,-2.0749
13616,9920,551,583,Second Class,AR-10825,United States,Round Rock,Texas,78664,Central,OFF-BI-10002412,OfficeSupply,Binders,Wilson Jones Snap Scratch Pad Binder Tool for Ring Binders,593.4327,4,0.7,-356.186
13617,8795,953,957,Same Day,NB-18655,United States,Trenton,Michigan,48183,Central,OFF-FA-10004076,OfficeSupply,Fasteners,Translucent Push Pins by OIC,570.4913,12,0.45,5.2005
13618,1279,478,486,Standard Class,MS-17770,United States,Morristown,New Jersey,7960,East,FUR-FU-10001940,Furni,Furnishings,Staple-based wall hangings,350.5266,5,0.5,
13619,8286,437,469,First Class,RH-19495,United States,Las Vegas,Nevada,89115,West,OFF-EN-10003296,OfficeSupply,Envelopes,Tyvek Side-Opening Peel & Seel Expanding Envelopes,0.01,8,0.4,0.0001
13620,4598,544,568,First Class,JM-15865,United States,Kenner,Louisiana,70065,South,OFF-AR-10003958,OfficeSupply,Art,Newell 337,0.01,6,0.8,-0.0012
13621,616,191,207,Second Class,HG-14965,United States,Rio Rancho,New Mexico,87124,West,OFF-ST-10001511,OfficeSupply,Storage,Space Solutions Commercial Steel Shelving,225.1255,2,0.1,
13622,3959,325,329,Second Class,SP-20650,United States,Tuscaloosa,Alabama,35401,South,OFF-AP-10001492,OfficeSupply,Appliances,"Acco Six-Outlet Power Strip, 4' Cord Length",466.7993,5,0.5,
13623,6449,885,893,Standard Class,KW-16570,United States,Moorhead,Minnesota,56560,Central,TEC-PH-10003931,Tech,Phones,JBL Micro Wireless Portable Bluetooth Speaker,789.0107,7,0.2,-73.9819
13624,8811,840,860,Standard Class,CW-11905,United States,Loveland,Colorado,80538,West,TEC-PH-10002922,technologies,Phones,ShoreTel ShorePhone IP 230 VoIP phone,1104.3419,3,0.32,116.1032
13625,8013,780,808,Same Day,JB-15400,United States,Orem,Utah,84057,West,FUR-TA-10002228,Furni,Tables,"Bevis Traditional Conference Table Top, Plinth Base",1244.288,5,0.1,219.9395
13626,2062,1264,1296,Standard Class,MH-17440,United States,Des Plaines,Illinois,60016,Central,FUR-FU-10003577,Furni,Furnishings,Nu-Dell Leatherette Frames,0.01,2,0.7,
13627,9642,1076,1108,Second Class,JK-15730,United States,Hollywood,Florida,33021,South,TEC-AC-10001874,Tech,Accessories,Logitech Wireless Anywhere Mouse MX for PC and Mac,0.01,4,0.4,-0.0
13628,4594,415,439,First Class,RF-19735,United States,Elyria,Ohio,44035,East,OFF-LA-10000634,OfficeSupply,Labels,Avery 509,290.6618,14,0.4,-28.1693
13630,171,155,179,First Class,MP-18175,United States,Columbia,South Carolina,29203,South,OFF-EN-10004030,OfficeSupply,Envelopes,Convenience Packs of Business Envelopes,0.01,9,0.8,-0.0067
13631,1177,1286,1310,Standard Class,GT-14635,United States,Redmond,Washington,98052,West,FUR-CH-10004983,Furni,Chairs,Office Star - Mid Back Dual function Ergonomic High Back Chair with 2-Way Adjustable Arms,0.01,8,0.15,
13632,8605,519,543,Same Day,AD-10180,United States,Longview,Washington,98632,--,TEC-PH-10001809,Tech,Phones,Panasonic KX T7736-B Digital phone,348.7005,3,0.32,-13.8088
13633,5839,500,512,Second Class,HM-14980,United States,Oak Park,Michigan,48237,Central,OFF-FA-10000304,OfficeSupply,Fasteners,Advantus Push Pins,1204.417,10,0.45,-161.6031
13634,136,511,527,Second Class,BM-11650,United States,Texas City,Texas,77590,Central,FUR-CH-10002044,Furni,Chairs,"Office Star - Contemporary Task Swivel chair with 2-way adjustable arms, Plum",360.501,1,0.45,-27.8021
13635,3999,72,88,Same Day,CB-12535,United States,New York City,New York,10011,East,OFF-AP-10002191,OfficeSupply,Appliances,Belkin 8 Outlet SurgeMaster II Gold Surge Protector,0.01,9,0.1,0.0017
13636,9850,1427,1447,Same Day,BG-11740,United States,Romeoville,Illinois,60441,Central,TEC-AC-10000199,Tech,Accessories,Kingston Digital DataTraveler 8GB USB 2.0,81.159,4,0.15,-4.6789
13637,2403,1201,1213,Same Day,JF-15295,United States,Owensboro,Kentucky,42301,--,FUR-CH-10002024,Furni,Chairs,HON 5400 Series Task Chairs for Big and Tall,0.01,4,0.5,-0.0049
13638,4355,1211,1239,First Class,SZ-20035,United States,Highland Park,Illinois,60035,Central,OFF-AP-10004785,OfficeSupply,Appliances,"Holmes Replacement Filter for HEPA Air Cleaner, Medium Room",0.01,1,0.2,0.0031
13639,9734,1443,1447,Same Day,DO-13435,United States,West Allis,Wisconsin,53214,Central,FUR-FU-10004666,Furni,Furnishings,DAX Clear Channel Poster Frame,0.01,11,0.7,-0.0061
13640,6486,11,22,First Class,DD-13570,United States,Kenosha,Wisconsin,53142,Central,OFF-BI-10001294,OfficeSupply,Binders,Fellowes Binding Cases,1092.3537,6,0.32,-81.5919
13641,8446,1155,1175,Same Day,PB-19150,United States,Florence,Kentucky,41042,South,FUR-TA-10003715,Furni,Tables,Hon 2111 Invitation Series Corner Table,742.692,5,0.3,104.0134
13642,3974,123,143,Standard Class,BT-11680,United States,Laurel,Maryland,20707,East,OFF-BI-10000829,OfficeSupply,Binders,Avery Non-Stick Binders,0.01,2,,-0.0016
13643,4353,530,550,First Class,JK-15640,United States,Pensacola,Florida,32503,South,FUR-CH-10001215,Furni,Chairs,Global Troy Executive Leather Low-Back Tilter,0.01,14,0.45,-0.0012
13644,11182,490,494,Second Class,BC-11125,United States,Smyrna,Tennessee,37167,South,FUR-TA-10004147,Furni,Tables,Hon 4060 Series Tables,614.9761,3,0.4,52.7184
13645,1994,240,260,First Class,CA-12265,United States,Chicago,Illinois,60653,Central,OFF-SU-10001218,OfficeSupply,Supplies,Fiskars Softgrip Scissors,30.4245,13,0.0,19.0495
13646,11650,10,42,First Class,DV-13045,United States,Franklin,Wisconsin,53132,Central,OFF-AR-10000127,OfficeSupply,Art,Newell 321,395.9947,7,0.3,-26.5423
13647,308,748,780,Standard Class,EL-13735,United States,Chula Vista,California,91911,West,FUR-FU-10003829,Furni,Furnishings,Stackable Trays,0.01,12,0.7,-0.004
13648,4975,407,419,Second Class,DV-13045,United States,Sacramento,California,95823,--,FUR-BO-10001608,Furni,Bookcases,"Hon Metal Bookcases, Black",183.9669,13,0.5,-9.53
13649,4730,1059,1075,Standard Class,ST-20530,United States,Edmonds,Washington,98026,West,OFF-EN-10004955,OfficeSupply,Envelopes,Fashion Color Clasp Envelopes,0.01,2,0.15,0.0034
13650,3461,644,648,First Class,JD-16060,United States,Owensboro,Kentucky,42301,South,FUR-BO-10004360,Furni,Bookcases,Rush Hierlooms Collection Rich Wood Bookcases,0.01,6,0.4,0.002
13651,8572,293,325,Standard Class,JM-16195,United States,Romeoville,Illinois,60441,Central,FUR-FU-10003975,Furni,Furnishings,Eldon Advantage Chair Mats for Low to Medium Pile Carpets,0.01,10,0.0,0.0051
13652,11757,200,228,First Class,CP-12085,United States,Lakewood,New Jersey,8701,East,FUR-FU-10000521,Furni,Furnishings,"Seth Thomas 14"" Putty-Colored Wall Clock",343.9908,7,0.45,172.9591
13653,1614,1154,1162,Same Day,DB-13360,United States,Vineland,New Jersey,8360,East,FUR-TA-10002607,Furni,Tables,KI Conference Tables,1007.3302,13,0.15,57.1878
13654,1441,1141,1145,Standard Class,LD-17005,United States,Plantation,Florida,33317,South,FUR-FU-10000758,Furni,Furnishings,DAX Natural Wood-Tone Poster Frame,473.2776,2,0.0,49.2768
13655,706,624,636,Standard Class,GB-14575,United States,Chico,California,95928,West,TEC-AC-10004209,Tech,Accessories,Memorex Froggy Flash Drive 4 GB,0.01,7,0.7,-0.0057
13656,11336,804,812,Standard Class,DM-13525,United States,Huntsville,Texas,77340,Central,FUR-CH-10000749,Furni,Chairs,Office Star - Ergonomic Mid Back Chair with 2-Way Adjustable Arms,0.01,10,0.45,-0.0006
13657,4125,731,751,First Class,AG-10495,United States,Elyria,Ohio,44035,East,FUR-FU-10001546,Furni,Furnishings,Dana Swing-Arm Lamps,0.01,8,0.1,-0.0015
13658,1187,99,107,Second Class,JB-16000,United States,Hialeah,Florida,33012,South,OFF-AR-10001662,OfficeSupply,Art,Rogers Handheld Barrel Pencil Sharpener,1062.2497,12,0.15,-26.1843
13660,4688,1076,1080,Second Class,AS-10240,United States,Frisco,Texas,75034,--,OFF-PA-10003127,OfficeSupply,Paper,Easy-staple paper,837.6018,14,0.2,80.0164
13661,8482,984,996,Standard Class,SC-20020,United States,Tamarac,Florida,33319,South,FUR-CH-10000155,Furni,Chairs,Global Comet Stacking Armless Chair,592.2895,9,0.5,-136.9433
13662,4585,989,1021,Same Day,TG-21310,United States,Fremont,Nebraska,68025,Central,OFF-BI-10002867,OfficeSupply,Binders,GBC Recycled Regency Composition Covers,883.0612,2,0.32,-96.6843
13663,3438,688,704,Standard Class,EM-14095,United States,Conway,Arkansas,72032,South,TEC-PH-10003187,Tech,Phones,Anker Astro Mini 3000mAh Ultra-Compact Portable Charger,1027.2027,6,0.4,-266.0319
13664,2134,1425,1437,Same Day,BT-11530,United States,Jacksonville,North Carolina,28540,South,TEC-MA-10003329,Tech,Machines,"Vtech AT&T CL2940 Corded Speakerphone, Black",201.8595,6,0.7,-58.7334
13665,4283,853,873,Standard Class,RE-19450,United States,Mount Pleasant,Michigan,48858,,OFF-EN-10001137,OfficeSupply,Envelopes,"#10 Gummed Flap White Envelopes, 100/Box",640.7334,9,0.15,
13666,9861,806,818,First Class,JH-16180,United States,Bolingbrook,Illinois,60440,Central,OFF-AP-10003622,OfficeSupply,Appliances,"Bravo II Megaboss 12-Amp Hard Body Upright, Replacement Belts, 2 Belts per Pack",499.4695,2,0.7,
13667,10639,1060,1072,Same Day,BO-11425,United States,Lakewood,New Jersey,8701,East,TEC-AC-10003280,technologies,Accessories,Belkin F8E887 USB Wired Ergonomic Keyboard,0.01,4,0.1,0.0026
13668,3609,1133,1145,Same Day,EJ-14155,United States,Newport News,Virginia,23602,South,OFF-FA-10000840,OfficeSupply,Fasteners,OIC Thumb-Tacks,0.01,4,0.5,-0.0018
13669,3738,797,829,Second Class,MF-17665,United States,Medford,Oregon,97504,West,TEC-AC-10004814,Tech,Accessories,Logitech Illuminated Ultrathin Keyboard with Backlighting,0.01,2,,0.0005
13670,8012,314,318,Standard Class,AB-10015,United States,Marlborough,Massachusetts,1752,East,OFF-BI-10004817,OfficeSupply,Binders,GBC Personal VeloBind Strips,0.01,8,0.3,-0.0017
13671,2666,869,897,Second Class,GM-14455,United States,Lewiston,Idaho,83501,West,TEC-PH-10003800,Tech,Phones,i.Sound Portable Power - 8000 mAh,0.01,9,0.8,
13672,2801,886,918,Same Day,SP-20860,United States,Carlsbad,New Mexico,88220,West,OFF-BI-10001989,OfficeSupply,Binders,Premium Transparent Presentation Covers by GBC,603.5234,11,0.6,-197.3353
13673,8790,1421,1453,Standard Class,MC-17605,United States,Pomona,California,91767,West,OFF-ST-10003638,OfficeSupply,Storage,Mobile Personal File Cube,670.773,4,0.3,37.2202
13674,10168,394,410,Standard Class,BD-11620,United States,Raleigh,North Carolina,27604,,FUR-FU-10004053,Furni,Furnishings,DAX Two-Tone Silver Metal Document Frame,388.3017,9,0.1,46.9013
13676,8796,1429,1445,Standard Class,NM-18520,United States,Athens,Georgia,30605,South,OFF-LA-10002271,OfficeSupply,Labels,Smead Alpha-Z Color-Coded Second Alphabetical Labels and Starter Set,0.01,7,0.1,0.00
13677,10899,818,850,Second Class,JR-15670,United States,Rio Rancho,New Mexico,87124,West,OFF-PA-10003309,OfficeSupply,Paper,Xerox 211,0.01,9,0.15,-0.0006
13678,3606,676,692,Standard Class,SC-20020,United States,Wheeling,Illinois,60090,,OFF-BI-10004656,OfficeSupply,Binders,Peel & Stick Add-On Corner Pockets,450.6293,4,0.3,
13679,6026,395,411,Standard Class,DB-13555,United States,Rochester Hills,Michigan,48307,Central,OFF-AR-10004648,OfficeSupply,Art,Boston 19500 Mighty Mite Electric Pencil Sharpener,0.01,2,0.4,-0.0014
13680,1585,1319,1343,Second Class,BV-11245,United States,Dallas,Texas,75217,Central,FUR-FU-10004460,Furni,Furnishings,"Howard Miller 12"" Round Wall Clock",0.01,9,0.6,
13681,11244,272,296,Standard Class,KM-16375,United States,San Francisco,California,94122,West,TEC-PH-10004536,technologies,Phones,Avaya 5420 Digital phone,360.0856,1,0.1,133.5948
13682,7061,352,356,Standard Class,RR-19525,United States,Belleville,New Jersey,7109,East,OFF-BI-10003981,OfficeSupply,Binders,"Avery Durable Plastic 1"" Binders",509.0702,12,0.6,-222.0438
13683,8170,466,470,Same Day,SC-20230,United States,Stockton,California,95207,West,OFF-BI-10003527,OfficeSupply,Binders,Fellowes PB500 Electric Punch Plastic Comb Binding Machine with Manual Bind,856.9496,8,,
13685,691,1041,1049,Second Class,SO-20335,United States,Redding,California,96003,West,OFF-AP-10000358,OfficeSupply,Appliances,Fellowes Basic Home/Office Series Surge Protectors,1154.0928,7,0.0,572.62
13686,5633,1320,1340,Second Class,FA-14230,United States,Georgetown,Kentucky,40324,South,OFF-AR-10000538,OfficeSupply,Art,"Boston Model 1800 Electric Pencil Sharpener, Gray",339.665,8,0.7,23.6469
13687,9070,1339,1343,Same Day,RW-19540,United States,Elkhart,Indiana,46514,Central,OFF-LA-10000634,OfficeSupply,Labels,Avery 509,1184.5546,10,0.5,-305.3444
13688,6687,69,81,Standard Class,DB-13615,United States,Westminster,California,92683,West,FUR-FU-10001731,Furni,Furnishings,Acrylic Self-Standing Desk Frames,0.01,7,0.2,0.0022
13689,11347,211,227,Same Day,MP-17470,United States,Billings,Montana,59102,West,OFF-PA-10003543,OfficeSupply,Paper,Xerox 1985,168.5129,5,0.6,-70.1046
13690,3460,910,926,Standard Class,KM-16375,United States,Marlborough,Massachusetts,1752,East,OFF-AR-10000315,OfficeSupply,Art,"Dixon Ticonderoga Maple Cedar Pencil, #2",80.1786,13,0.2,14.8005
13691,1412,971,987,Second Class,TC-20980,United States,Elkhart,Indiana,46514,--,OFF-LA-10004425,OfficeSupply,Labels,Staple-on labels,110.1493,3,0.8,-50.6823
13692,7541,546,558,Standard Class,EL-13735,United States,League City,Texas,77573,Central,OFF-FA-10000254,OfficeSupply,Fasteners,Sterling Rubber Bands by Alliance,379.0365,12,0.7,-185.4405
13693,6479,275,291,Same Day,EB-13870,United States,Baytown,Texas,77520,Central,OFF-PA-10000466,OfficeSupply,Paper,"Memo Book, 100 Message Capacity, 5 3/8 x 11",395.4191,3,0.8,-164.14
13694,7922,286,290,Same Day,MV-17485,United States,Independence,Missouri,64055,Central,OFF-AP-10003217,OfficeSupply,Appliances,Eureka Sanitaire  Commercial Upright,1367.7923,1,0.3,94.7619
13695,8150,930,934,Same Day,JH-15910,United States,Las Vegas,Nevada,89115,,FUR-BO-10002206,Furni,Bookcases,"Bush Saratoga Collection 5-Shelf Bookcase, Hanover Cherry, *Special Order",83.486,7,,-12.2497
13696,4933,304,312,Second Class,TB-21280,United States,Detroit,Michigan,48234,Central,OFF-AR-10004010,OfficeSupply,Art,Hunt Boston Vacuum Mount KS Pencil Sharpener,393.354,8,0.15,-16.1637
13697,2228,880,896,First Class,DM-13015,United States,Lehi,Utah,84043,West,OFF-PA-10004327,OfficeSupply,Paper,Xerox 1911,0.01,3,0.3,-0.0008
13698,9762,499,527,Same Day,PW-19240,United States,Richmond,Kentucky,40475,South,OFF-PA-10002262,OfficeSupply,Paper,Xerox 192,631.1189,14,0.5,-241.5699
13699,4816,547,567,Same Day,CC-12475,United States,Broomfield,Colorado,80020,--,TEC-PH-10004924,technologies,Phones,"SKILCRAFT Telephone Shoulder Rest, 2"" x 6.5"" x 2.5"", Black",0.01,2,0.32,0.0026
13700,3109,609,637,Second Class,SC-20680,United States,Layton,Utah,84041,West,FUR-TA-10003238,Furni,Tables,"Chromcraft Bull-Nose Wood 48"" x 96"" Rectangular Conference Tables",423.6215,9,0.8,-202.433
13701,8638,747,767,First Class,MZ-17515,United States,Margate,Florida,33063,South,OFF-AR-10001725,OfficeSupply,Art,Boston Home & Office Model 2000 Electric Pencil Sharpeners,474.6096,1,0.4,21.7861
13702,5999,110,130,Same Day,BN-11470,United States,Chula Vista,California,91911,West,FUR-FU-10003553,Furni,Furnishings,"Howard Miller 13-1/2"" Diameter Rosebrook Wall Clock",0.01,6,0.0,0.0044
13703,10970,1149,1165,Standard Class,LB-16735,United States,Los Angeles,California,90049,West,TEC-AC-10003174,Tech,Accessories,Plantronics S12 Corded Telephone Headset System,814.5549,10,0.8,-624.2247
13704,9329,135,139,Standard Class,GM-14680,United States,Yucaipa,California,92399,West,TEC-PH-10002262,Tech,Phones,LG Electronics Tone+ HBS-730 Bluetooth Headset,0.01,10,0.8,-0.0051
13705,6866,981,997,First Class,JE-15715,United States,Woonsocket,Rhode Island,2895,East,OFF-PA-10001745,OfficeSupply,Paper,"Wirebound Message Books, 2 7/8"" x 5"", 3 Forms per Page",0.01,4,0.5,0.0018
13706,8452,413,429,Second Class,SV-20815,United States,Skokie,Illinois,60076,Central,OFF-PA-10001033,OfficeSupply,Paper,Xerox 1893,0.01,9,0.15,
13707,10031,397,421,First Class,BE-11410,United States,Monroe,Louisiana,71203,,OFF-BI-10001900,OfficeSupply,Binders,"DXL Angle-View Binders with Locking Rings, Black",318.1385,5,0.6,-28.0092
13708,4577,168,196,Standard Class,DP-13165,United States,Montebello,California,90640,,OFF-FA-10002983,OfficeSupply,Fasteners,Advantus SlideClip Paper Clips,0.01,11,0.6,-0.0027
13709,9852,1277,1301,Second Class,DK-13375,United States,Morgan Hill,California,95037,West,OFF-ST-10000142,OfficeSupply,Storage,Deluxe Rollaway Locking File with Drawer,0.01,4,,-0.0027
13710,1944,12,36,Same Day,SP-20920,United States,Lebanon,Tennessee,37087,South,OFF-PA-10004092,OfficeSupply,Paper,Tops Green Bar Computer Printout Paper,0.01,1,0.15,0.0007
13711,10762,533,561,Second Class,PG-18820,United States,Tyler,Texas,75701,Central,OFF-BI-10001765,OfficeSupply,Binders,Wilson Jones Heavy-Duty Casebound Ring Binders with Metal Hinges,903.057,4,0.15,182.0261
13712,5271,1024,1036,Standard Class,HR-14830,United States,Lake Charles,Louisiana,70601,,TEC-AC-10003499,technologies,Accessories,Memorex Mini Travel Drive 8 GB USB 2.0 Flash Drive,1092.478,4,0.7,-455.5789
13713,4452,229,254,Second Class,AB-10105,United States,Hagerstown,Maryland,21740,East,OFF-PA-10003039,OfficeSupply,Paper,Xerox 1960,276.2692,1,0.32,
13714,4101,1328,1360,Second Class,AJ-10960,United States,Lewiston,Idaho,83501,--,TEC-AC-10002253,technologies,Accessories,Imation Bio 8GB USB Flash Drive Imation Corp,0.01,10,0.45,-0.00
13715,3314,952,976,Second Class,MG-18205,United States,Kenosha,Wisconsin,53142,,TEC-AC-10003116,technologies,Accessories,Memorex Froggy Flash Drive 8 GB,649.641,8,0.1,246.8462
13716,1554,1436,1460,Same Day,JM-15655,United States,Marietta,Georgia,30062,South,OFF-BI-10004828,OfficeSupply,Binders,GBC Poly Designer Binding Covers,393.9967,12,0.4,-36.5948
13717,10107,1253,1265,Same Day,SS-20875,United States,Highland Park,Illinois,60035,Central,OFF-BI-10002557,OfficeSupply,Binders,Presstex Flexible Ring Binders,0.01,2,0.5,-0.0006
13718,8185,228,253,Same Day,PO-19180,United States,Bolingbrook,Illinois,60440,Central,OFF-AP-10002734,OfficeSupply,Appliances,Holmes Harmony HEPA Air Purifier for 17 x 20 Room,716.6845,3,0.0,209.3559
13719,5974,463,495,Standard Class,MY-17380,United States,Decatur,Illinois,62521,--,FUR-FU-10000448,Furni,Furnishings,Tenex Chairmats For Use With Carpeted Floors,43.7125,5,0.5,-12.6277
13720,5732,781,813,Same Day,NZ-18565,United States,Lodi,California,95240,,TEC-PH-10001448,Tech,Phones,Anker Astro 15000mAh USB Portable Charger,299.4677,5,0.7,
13722,11540,878,902,Second Class,CL-12565,United States,Hoover,Alabama,35244,,OFF-BI-10004308,OfficeSupply,Binders,Avery Legal 4-Ring Binder,0.01,14,0.3,-0.0049
13724,4041,398,406,Second Class,HL-15040,United States,Rockville,Maryland,20852,East,TEC-CO-10001571,Tech,Copiers,Sharp 1540cs Digital Laser Copier,602.7726,7,0.15,79.243
13725,11872,737,741,Same Day,LR-16915,United States,Caldwell,Idaho,83605,West,OFF-LA-10004409,OfficeSupply,Labels,Avery 492,0.01,9,0.1,
13726,9932,1411,1443,Second Class,LW-16990,United States,Tampa,Florida,33614,South,TEC-PH-10002583,Tech,Phones,iOttie HLCRIO102 Car Mount,0.01,14,0.2,0.0045
13727,2229,680,712,Standard Class,BS-11590,United States,Grove City,Ohio,43123,East,OFF-ST-10001097,OfficeSupply,Storage,Office Impressions Heavy Duty Welded Shelving & Multimedia Storage Drawers,0.01,10,0.5,-0.0026
13728,7344,1253,1265,Second Class,FH-14275,United States,Marlborough,Massachusetts,1752,--,TEC-MA-10004552,technologies,Machines,Star Micronics TSP100 TSP143LAN Receipt Printer,788.6253,4,0.45,-5.7444
13729,8839,165,177,Second Class,CM-12160,United States,Sheboygan,Wisconsin,53081,Central,OFF-BI-10004209,OfficeSupply,Binders,"Fellowes Twister Kit, Gray/Clear, 3/pkg",0.01,1,0.6,-0.002
13730,817,1068,1080,First Class,KN-16705,United States,Burlington,Iowa,52601,Central,OFF-AP-10001391,OfficeSupply,Appliances,Kensington 6 Outlet MasterPiece HOMEOFFICE Power Control Center,0.01,10,0.6,-0.0053
13731,10626,875,883,Standard Class,JG-15310,United States,Highland Park,Illinois,60035,Central,OFF-ST-10002406,OfficeSupply,Storage,Pizazz Global Quick File,0.01,11,0.5,-0.0043
13732,6236,1282,1290,First Class,JC-15340,United States,Farmington,New Mexico,87401,West,OFF-PA-10000357,OfficeSupply,Paper,"White Dual Perf Computer Printout Paper, 2700 Sheets, 1 Part, Heavyweight, 20 lbs., 14 7/8 x 11",225.7342,10,,
13733,6065,635,651,Second Class,RB-19705,United States,Longmont,Colorado,80501,West,OFF-ST-10003327,OfficeSupply,Storage,Akro-Mils 12-Gallon Tote,0.01,2,0.0,0.0026
13734,11424,1307,1335,First Class,RL-19615,United States,Burbank,California,91505,West,TEC-PH-10000127,technologies,Phones,iOttie XL Car Mount,0.0,6,0.1,0.0
13735,4920,571,599,Second Class,JK-15730,United States,Whittier,California,90604,West,OFF-AR-10003190,OfficeSupply,Art,Newell 32,0.01,12,0.2,0.0025
13736,96,146,170,Same Day,DL-12865,United States,Fremont,Nebraska,68025,Central,OFF-BI-10004584,OfficeSupply,Binders,GBC ProClick 150 Presentation Binding System,0.01,5,0.4,0.0
13737,11085,1400,1408,Second Class,DV-13465,United States,Rochester,New York,14609,East,OFF-ST-10003716,OfficeSupply,Storage,Tennsco Double-Tier Lockers,0.01,5,0.32,0.004
13738,1802,131,135,Second Class,MB-17305,United States,Jamestown,New York,14701,East,OFF-BI-10001765,OfficeSupply,Binders,Wilson Jones Heavy-Duty Casebound Ring Binders with Metal Hinges,458.3733,2,0.4,-88.0548
